felt:feature,felt:has_geometry,felt:h3_index,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,geometry,intersects
6736,True,,6736,149466,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2014.0,IMAGERY,2015.0,ALABAMA POWER CO,161.0,100-161,N,TAP149930,TAP149931,13108.5957299,"MULTILINESTRING ((-87.90762778899995 34.48265520200004, -87.90678164899995 34.48343103700005, -87.90345888699991 34.48653822200002, -87.89462670799996 34.49423320100002, -87.89121268699994 34.49733157000002, -87.88814799999994 34.499967000000034, -87.88201542199995 34.50524941900008, -87.87892083199999 34.50794840499998, -87.87488503000002 34.51150905300008, -87.8726746079999 34.513404870000066, -87.86525900099993 34.51892364400005, -87.84730942799999 34.532247096999996, -87.844015187 34.534694590000065, -87.84091108999993 34.537044115000086, -87.83520677599996 34.54206404500003, -87.8245777389999 34.551327801000035))",True
6786,True,,6786,149545,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2014.0,IMAGERY,2015.0,ALABAMA POWER CO,161.0,100-161,N,CHEROKEE,TAP149925,65975.6000785817,"MULTILINESTRING ((-87.44735329999999 34.47172780000002, -87.44989309999993 34.47515460000004, -87.4523943 34.47852900000001, -87.45487819999988 34.48188000000005, -87.45695999999994 34.484688400000046, -87.45924769999998 34.48777460000011, -87.46193179999999 34.49139520000009, -87.46455799999997 34.4949376000001, -87.46703329999997 34.49827640000005, -87.46943589999997 34.501517000000064, -87.47159969999997 34.50443540000004, -87.47387949999998 34.507510100000026, -87.47577119999995 34.51056660000002, -87.47730809999996 34.51363120000009, -87.47884489999993 34.51664510000003, -87.48022809999999 34.519500500000056, -87.48169579999993 34.52243820000005, -87.48336320000001 34.52582530000003, -87.48509989999992 34.52925650000005, -87.48680579999997 34.532712900000035, -87.48842719999996 34.536048899999976, -87.49017919999994 34.53911890000005, -87.49203879999995 34.5423218, -87.49368319999995 34.54517640000005, -87.49529689999991 34.547992900000054, -87.49699509999998 34.550942200000065, -87.49891619999995 34.554258500000095, -87.50074499999992 34.55743539999999, -87.50249699999992 34.560523600000096, -87.50507619999996 34.5633237000001, -87.50792229999992 34.56640010000009, -87.51064579999995 34.56934930000006, -87.51311969999992 34.57206290000002, -87.51612919999998 34.57531080000005, -87.51958809999995 34.579044500000066, -87.52253409999999 34.582288500000026, -87.52510329999991 34.58506520000004, -87.52765429999998 34.58783050000004, -87.52967429999995 34.58999050000002, -87.5321936 34.592961200000026, -87.53417720000003 34.59534520000009, -87.5375679999999 34.59942180000007, -87.54016899999989 34.60247060000007, -87.54249309999994 34.60523170000008, -87.54475809999998 34.6079404000001, -87.54720899999992 34.610936199999976, -87.55039199999997 34.61465430000003, -87.55258739999991 34.617245700000055, -87.55550830000001 34.620732300000036, -87.55788989999999 34.62357440000009, -87.5608420999999 34.62704920000004, -87.56269459999996 34.62925990000006, -87.56550779999995 34.632617, -87.56860219999993 34.636309500000074, -87.5701233999999 34.638114700000045, -87.5726476 34.6411098, -87.57557349999996 34.64458150000006, -87.57807530000001 34.64754980000005, -87.5800174 34.64985410000005, -87.58148919999992 34.65160020000004, -87.58374119999995 34.65427190000002, -87.58582979999996 34.656749700000056, -87.58796599999992 34.65928390000001, -87.59047699999999 34.66226270000002, -87.59216999999997 34.66571320000004, -87.59399659999994 34.669435800000024, -87.59569869999994 34.672904600000045, -87.59739800499992 34.6763675920001, -87.60457841199994 34.67633120900006, -87.61295959299997 34.676267683000034, -87.617359639 34.67624325100008, -87.62354228299995 34.67619194200009, -87.63083310900001 34.67613818900004, -87.63898849399997 34.676081993000004, -87.64715279299995 34.67601358100002, -87.65089030699991 34.67599403500002, -87.659119967 34.67609176700005, -87.66712977399997 34.67616995200007, -87.67871071900002 34.67628967300004, -87.68647393299995 34.676951801000016, -87.69083832699994 34.67731584700006, -87.69496504100002 34.67765301600008, -87.70015537199993 34.67808791300003, -87.70491787999995 34.67848371600007, -87.71396456499998 34.679238668000046, -87.716885054 34.67948543100006, -87.72606840499994 34.68063128000005, -87.730013888 34.68112968300005, -87.73435451399997 34.68167450200005, -87.73823463599992 34.682158240000014, -87.74632465899997 34.68318678500003, -87.75025231699995 34.68369494399999, -87.754592943 34.68424951900005, -87.75917421999998 34.68482363400006, -87.76623330799994 34.68572755200006, -87.77431441799997 34.68673406600008, -87.77754389199998 34.68714692800009, -87.784620806 34.68867621100005, -87.79362767899991 34.69062857100007, -87.80043007299997 34.69207864200008, -87.80685217899996 34.69346224400001, -87.81573664699997 34.697573829000035, -87.82623733699998 34.70250980700008, -87.83341526499999 34.70584719000004, -87.84682109199996 34.71213279900006, -87.8523238759999 34.714660906000034, -87.85207449999996 34.71646330000003, -87.85314366399993 34.730605736000015, -87.85364799999992 34.737771400000064, -87.85528209999997 34.74022140000002, -87.85449864499996 34.741061262000095, -87.85206429999992 34.74243000000007, -87.85143736 34.743202742000086, -87.85096675599996 34.74306594800001))",True
7063,True,,7063,149916,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2014.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP154399,TAP154400,8303.83373792368,"MULTILINESTRING ((-87.89911329599998 34.74106189700004, -87.90011712999996 34.74126725200009, -87.90422712999995 34.74212825200004, -87.90426812999993 34.742137252000084, -87.9125051299999 34.743834254, -87.92099697699996 34.74563426900005, -87.92355203399997 34.74545117600005, -87.92858222799997 34.74530103900002, -87.93173386099998 34.745216084000084, -87.93807634499993 34.74503152500005, -87.93917085999999 34.7443108630001, -87.94375570199999 34.74501687700007, -87.94832984799997 34.74504910200002, -87.95690087500002 34.745102771000084, -87.9627653269999 34.74445148000009, -87.96874416000001 34.743783545000035, -87.97039841099998 34.74360191200006, -87.97247882199997 34.743687651000066))",True
7703,True,,7703,150767,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,OAKLAND,WILSON DAM,24376.6368056941,"MULTILINESTRING ((-87.77900593899993 34.861933817000036, -87.77841055099998 34.86198062300004, -87.77680621299999 34.86180217600002, -87.77406939999995 34.85931010000008, -87.77228299999997 34.857711900000005, -87.76995059999993 34.855624900000045, -87.76796269999991 34.853846300000036, -87.76540709999993 34.85156390000002, -87.76314249999993 34.84955940000006, -87.76073139999994 34.8473749, -87.75873399999996 34.845626600000045, -87.75653649999994 34.843703200000036, -87.75401520000001 34.84141380000005, -87.75169653799993 34.83936354500002, -87.7493489 34.837266699999994, -87.74718089999999 34.83533770000002, -87.74487419999991 34.833268200000035, -87.742553 34.83117269999998, -87.74018840000001 34.82905890000004, -87.73772689999998 34.82687520000008, -87.73516249999989 34.82456390000003, -87.732661 34.82236190000002, -87.73050589999998 34.82045960000007, -87.72718380000002 34.81749560000004, -87.72374419999994 34.814418200000034, -87.72084399999994 34.81182330000011, -87.71811649999992 34.80943459999998, -87.71574649999992 34.80729550000009, -87.71395449999993 34.80570900000005, -87.71260989999993 34.80402240000004, -87.7109455999999 34.80179950000005, -87.70900209999998 34.79924860000005, -87.7069888 34.79667470000006, -87.70563889999994 34.794880900000045, -87.70409689999997 34.792835800000006, -87.70214819999997 34.790251300000094, -87.70036029999994 34.78791150000007, -87.69886679999995 34.78599700000005, -87.69719107000002 34.78390111800006, -87.68724049999994 34.78698700000006, -87.68411899999997 34.78795670000001, -87.6829754459999 34.788894404000054, -87.68105609999998 34.789459400000055, -87.67822859999994 34.7903572000001, -87.67557289999995 34.79115020000005, -87.67234349999993 34.79255580000009, -87.67031440499993 34.793467608000086, -87.66871711600001 34.793289095000006, -87.66772819999991 34.79157670000002, -87.66556639999997 34.78750600000007, -87.66259479999998 34.78206940000002, -87.66079229999994 34.7786768, -87.65718739999994 34.77912620000006, -87.65432279999999 34.77946110000006, -87.65184449999994 34.781972500000045, -87.6500097999999 34.7838758, -87.64735979999995 34.78606110000004, -87.64536430000001 34.78720660000006, -87.63170752699992 34.79157115500007, -87.62546038799995 34.79327581800003, -87.62438597599997 34.793489523000076))",True
8033,True,,8033,155766,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,UNKNOWN111040,WILSON DAM,11106.2079474213,"MULTILINESTRING ((-87.59191185899991 34.756367986000065, -87.59202692799994 34.75671603200002, -87.59199162199995 34.756980715000054, -87.58132559599994 34.75673611300008, -87.58124849899995 34.7589041250001, -87.58115936899999 34.76163294700005, -87.58107618099999 34.76454717000008, -87.58099893499995 34.76714889400007, -87.59009018499992 34.76852538300004, -87.58995946099995 34.77239602499999, -87.58990598299994 34.77569056400003, -87.5898755549999 34.78075738500008, -87.59309959999995 34.78080930000002, -87.59623469999998 34.78086800000006, -87.5995378 34.78092670000008, -87.60266209999995 34.78099420000006, -87.6054933 34.781055900000055, -87.60880359999997 34.78112340000004, -87.61207809999995 34.78119680000004, -87.61517739999991 34.781261400000076, -87.61808009999994 34.781320100000094, -87.62155119999991 34.78139350000002, -87.62440159999994 34.78154970000002, -87.62437772699998 34.78323187600007, -87.62423512000001 34.787736228000036, -87.62261889699991 34.78965404200002, -87.62269614299994 34.79367496100004, -87.62438597599997 34.793489523000076))",True
8044,True,,8044,155786,AC; OVERHEAD,NOT AVAILABLE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2015.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,500.0,500,Y,BROWNS FERRY,NOT AVAILABLE,216.981657640788,"MULTILINESTRING ((-87.11705751299992 34.70520874500008, -87.11857200199991 34.70420000000005))",True
8735,True,,8735,156739,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,UNKNOWN111055,UNKNOWN156921,1020.52870835887,"MULTILINESTRING ((-87.62743409599992 34.822284638, -87.62712000699995 34.82218113200003, -87.62501499999992 34.82407700000005, -87.62287100000002 34.82607800000002, -87.62321999999996 34.82742600000003, -87.623999003 34.82743899300004))",True
8736,True,,8736,156740,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156144,UNKNOWN156486,2025.78821529543,"MULTILINESTRING ((-87.65771422699997 34.81571947600001, -87.65730099999999 34.815765000000034, -87.65728599999993 34.81749200000007, -87.65078999999994 34.81734200000003, -87.6502159999999 34.817935000000006, -87.64960899999993 34.817523000000065, -87.64906199999996 34.81727600000004, -87.648263 34.81594800000003, -87.64871699999999 34.81575500000001, -87.64693999999999 34.812953000000086, -87.646623 34.81245800000007))",True
8737,True,,8737,156742,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156150,TAP156152,1778.5750449417,"MULTILINESTRING ((-87.68090099999998 34.819214000000066, -87.67995299999991 34.81864900000002, -87.67863399999997 34.82021300000003, -87.67702099999995 34.82188900000003, -87.67618699999998 34.82281700000001, -87.67555599999997 34.823611000000035, -87.67528499999993 34.82408200000005, -87.67510999999993 34.82448200000003, -87.67492499999997 34.825115999999994, -87.67490799999993 34.82565900000006, -87.67481999999994 34.829532000000015))",True
8738,True,,8738,156743,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156151,UNKNOWN157326,79.276202878267,"MULTILINESTRING ((-87.67008240099996 34.82999002300005, -87.67018066099999 34.829862592000026, -87.67016599999995 34.8294290000001))",True
8739,True,,8739,156744,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156151,TAP156152,518.269178370903,"MULTILINESTRING ((-87.67016599999995 34.8294290000001, -87.67481999999994 34.829532000000015))",True
8740,True,,8740,156746,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156153,UNKNOWN156486,3044.45256826084,"MULTILINESTRING ((-87.66746799999996 34.82940900000001, -87.66725099999998 34.827158000000026, -87.66699399999999 34.825978000000056, -87.66701099999997 34.82469100000004, -87.66706099999998 34.82319900000001, -87.66713899999996 34.821760000000026, -87.66721900000002 34.81971300000004, -87.66747200000002 34.819016000000005, -87.667107 34.81788800000007, -87.66682099999998 34.817217, -87.66588899999996 34.81762000000004, -87.66475499999997 34.81712300000005, -87.66333499999993 34.81615200000005, -87.66252 34.81531999999999, -87.66218199999999 34.814789000000026, -87.66184399999996 34.81428800000006, -87.66149599999991 34.81390700000002, -87.66129299999993 34.813929000000016, -87.660539 34.81417700000002, -87.65965099999995 34.81472000000005, -87.65858899999999 34.815655000000014, -87.6578949999999 34.815973000000014, -87.65771422699997 34.81571947600001))",True
8741,True,,8741,156747,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156152,UNKNOWN156463,3782.90768861347,"MULTILINESTRING ((-87.67441134799995 34.85723345700006, -87.67445299999994 34.85710200000003, -87.67418199999999 34.8570470000001, -87.67424199999991 34.853281000000024, -87.67446399999996 34.849322000000036, -87.67460099999997 34.84667000000006, -87.67460899999999 34.84467400000008, -87.67465199999997 34.840548000000034, -87.67464099999995 34.83982500000003, -87.67460099999997 34.83779000000004, -87.67462599999996 34.834437000000044, -87.67481999999994 34.829532000000015))",True
8742,True,,8742,156748,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,161.0,100-161,Y,TAP156153,UNKNOWN156413,3363.86175778058,"MULTILINESTRING ((-87.66746799999996 34.82940900000001, -87.6652779999999 34.829338000000085, -87.663125 34.82928299999998, -87.65986699999995 34.829218000000004, -87.65775399999991 34.82916300000006, -87.65671799999993 34.83046600000008, -87.65581499999998 34.831819000000074, -87.65456699999999 34.833312000000056, -87.653205 34.835000000000036, -87.651592 34.83710400000006, -87.65018299999997 34.83896000000001, -87.64780799999991 34.84198500000009, -87.64694499999995 34.84312100000003, -87.64722700999997 34.84328133900006))",True
8743,True,,8743,156749,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,OAKLAND,UNKNOWN156922,5878.12096498233,"MULTILINESTRING ((-87.77900593899993 34.861933817000036, -87.779714642 34.861932791000044, -87.7797003649999 34.86224331100001, -87.77479099999988 34.862281000000074, -87.77177099999994 34.86228700000002, -87.77133599999998 34.86240700000007, -87.76918599999995 34.86238100000003, -87.7620189999999 34.86213900000008, -87.76196499999993 34.86088200000006, -87.75685099999998 34.86078199999998, -87.75733399999997 34.86198400000006, -87.75366499999997 34.86187600000003, -87.75292799999993 34.86245800000007, -87.74934499999995 34.86245800000007, -87.74869099999994 34.86231000000003, -87.74798299999993 34.86231000000003, -87.73761499999998 34.86219600000001, -87.73212399999996 34.86212100000006, -87.73198741299993 34.861911376000045))",True
8744,True,,8744,156750,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156154,UNKNOWN156922,4779.59399375105,"MULTILINESTRING ((-87.73198741299993 34.861911376000045, -87.73197499999992 34.86213300000002, -87.72570799999994 34.86205000000005, -87.720003 34.86199900000003, -87.71520599999995 34.864314000000064, -87.71361799999995 34.865017000000066, -87.71145099999995 34.86604200000007, -87.70196200000001 34.86597300000009, -87.69178499999995 34.86589000000004, -87.69150499999996 34.864971))",True
8745,True,,8745,156751,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156154,TAP156155,1952.63731210577,"MULTILINESTRING ((-87.69150499999996 34.864971, -87.68964600000001 34.86499400000004, -87.68633699999997 34.865005000000025, -87.68451500000002 34.86504000000007, -87.67396500000001 34.865002000000075))",True
8746,True,,8746,156752,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156155,UNKNOWN156463,1061.6188772998,"MULTILINESTRING ((-87.67441134799995 34.85723345700006, -87.67416999999998 34.85756400000003, -87.67396500000001 34.865002000000075))",True
8747,True,,8747,156754,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,TAP156154,UNKNOWN158388,1471.54684292668,"MULTILINESTRING ((-87.69150499999996 34.864971, -87.69153099999996 34.86212100000006, -87.69156799999998 34.85816400000003, -87.691588 34.857342000000074, -87.69188199999998 34.85664800000003, -87.69186499999992 34.855109000000034, -87.69181400000001 34.85467699999999, -87.69120063499992 34.854758253000014))",True
8748,True,,8748,156755,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2018.0,NOT AVAILABLE,-999999.0,UNDER 100,Y,ELGIN,TAP156156,1504.72071579551,"MULTILINESTRING ((-87.38444451899994 34.869856971000026, -87.3854899999999 34.87016900000001, -87.38588899999993 34.8637830000001, -87.39049999999996 34.86381600000004))",True
